lemme;upos;freqlemfilms;freqlemlivres
poisson;NOM;81,51;54,46
selon;PRE;81,40;110,88
a;NOM;81,36;58,65
intérêt;NOM;81,09;97,36
lieutenant;NOM;80,99;54,93
danger;NOM;80,61;55,27
appartenir;VER;80,57;92,36
remarquer;VER;80,56;142,16
animal;NOM;80,50;82,64
rater;VER;80,45;22,70
retirer;VER;80,26;98,31
bord;NOM;79,90;228,11
noir;NOM;79,75;116,89
tenter;VER;79,75;126,96
liberté;NOM;79,53;97,97
près;ADV;79,53;156,96
règle;NOM;79,51;49,93
banque;NOM;79,35;30,88
dîner;VER;79,30;59,66
merveilleux;ADJ;79,25;40,34
fier;ADJ;79,13;58,18
partager;VER;79,08;78,99
classe;NOM;78,99;108,92
dossier;NOM;78,91;49,12
ressentir;VER;78,78;70,14
bonheur;NOM;78,74;162,36
d'autres;PRO:ind;78,71;86,55
défendre;VER;78,55;91,08
chéri;ADJ;78,54;18,78
but;NOM;78,43;60,41
bande;NOM;78,36;72,23
l;ART:def;78,26;3,92
fatiguer;VER;78,25;49,05
radio;NOM;78,23;55,00
prévoir;VER;78,22;77,09
celui-là;PRO:dem;78,13;56,89
haut;NOM;77,86;125,07
camarade;NOM;77,81;98,99
douter;VER;77,77;88,11
droit;ADJ;77,74;163,38
oiseau;NOM;77,73;113,04
vent;NOM;77,34;220,27
recherche;NOM;77,30;54,80
dernier;NOM;77,22;86,08
apprécier;VER;77,21;44,12
système;NOM;76,92;46,96
ferme;NOM;76,86;58,04
capable;ADJ;76,85;86,35
fuir;VER;76,82;76,42
ennui;NOM;76,64;56,62
tante;NOM;76,62;118,38
héros;NOM;76,58;52,77
dedans;ADV;76,55;39,46
excellent;ADJ;76,43;33,92
pitié;NOM;76,38;58,11
appartement;NOM;76,33;99,26
bosser;VER;76,28;10,95
respirer;VER;76,08;102,43
entier;ADJ;76,01;147,91
récupérer;VER;75,92;31,82
douleur;NOM;75,89;91,89
libérer;VER;75,77;48,51
sentiment;NOM;75,72;157,30
grand-père;NOM;75,64;96,49
société;NOM;75,46;62,23
lancer;VER;75,22;165,07
nez;NOM;75,18;177,64
joie;NOM;75,09;150,20
relation;NOM;74,95;52,36
témoin;NOM;74,78;46,01
acteur;NOM;74,77;38,31
moitié;NOM;74,77;79,05
incroyable;ADJ;74,67;22,64
bain;NOM;74,48;83,04
durer;VER;74,39;101,62
marché;NOM;74,36;62,43
laver;VER;74,35;69,53
dent;NOM;74,20;125,68
idiot;ADJ;74,06;33,24
là-dedans;ADV;74,00;23,58
mademoiselle;NOM;73,98;62,36
adresse;NOM;73,92;49,80
cousin;NOM;73,87;89,93
riche;ADJ;73,85;65,47
compagnie;NOM;73,78;97,16
sonner;VER;73,67;92,57
chaussure;NOM;73,58;56,49
oreille;NOM;73,54;194,12
derrière;ADV;73,39;84,32
super;NOM;73,26;2,77
grand-mère;NOM;73,22;94,59
ancien;ADJ;73,16;154,86
art;NOM;72,79;91,49
deviner;VER;72,77;112,30
inutile;ADJ;72,71;70,34
ravir;VER;72,67;27,91
blague;NOM;72,63;22,70
avenir;NOM;72,61;113,72
beauté;NOM;72,56;92,64
laisse;NOM;72,53;19,26
course;NOM;72,48;81,22
manière;NOM;72,31;157,77
traverser;VER;72,26;200,81
expérience;NOM;72,04;58,72
soin;NOM;71,99;68,24
hors;PRE;71,94;92,43
cour;NOM;71,80;150,14
bas;NOM;71,78;119,86
gauche;NOM;71,78;134,59
stupide;ADJ;71,75;27,50
aucun;PRO:ind;71,60;53,18
retenir;VER;71,58;143,92
liste;NOM;71,56;24,32
remonter;VER;71,33;160,14
réaliser;VER;71,27;35,95
i;NOM;71,21;31,15
moquer;VER;71,13;50,34
étudier;VER;70,90;30,41
installer;VER;70,76;162,23
courage;NOM;70,73;70,34
bleu;ADJ;70,61;207,64
secours;NOM;70,36;40,47
milieu;NOM;70,27;256,08
proposer;VER;70,02;119,66
m;NOM;69,91;14,73
contact;NOM;69,85;65,47
inspecteur;NOM;69,77;19,66
mignon;ADJ;69,71;13,58
projet;NOM;69,59;70,00
probablement;ADV;69,41;37,64
rôle;NOM;69,38;96,96
risque;NOM;69,33;50,27
action;NOM;69,27;87,43
ange;NOM;69,27;42,50
avance;NOM;69,25;82,30
intéressant;ADJ;69,17;28,65
parmi;PRE;69,17;171,96
langue;NOM;69,11;126,28
emporter;VER;69,02;121,28
thé;NOM;69,01;44,86
laquelle;PRO:int;68,94;185,27
laquelle;PRO:rel;68,94;185,27
colère;NOM;68,90;100,07
pauvre;NOM;68,54;53,24
départ;NOM;68,49;123,04
époque;NOM;68,44;138,51
engager;VER;68,22;94,59
voleur;NOM;68,18;22,70
cesser;VER;68,11;177,77
haut;ADJ;68,05;196,76
tort;NOM;67,97;55,00
vacance;NOM;67,90;82,57
là-haut;ADV;67,78;42,70
machine;NOM;67,72;85,00
signifier;VER;67,72;47,23
réparer;VER;67,70;25,14
bête;NOM;67,67;117,36
construire;VER;67,59;52,64
pain;NOM;67,58;105,41
bar;NOM;67,57;61,35
chier;VER;67,53;22,64
club;NOM;67,51;21,42
été;NOM;67,27;125,47
horrible;ADJ;67,22;25,47
profiter;VER;67,20;91,22
pierre;NOM;67,17;189,86
pleuvoir;VER;67,17;47,09
plusieurs;ADJ:ind;66,98;203,58
salope;NOM;66,97;20,54
bon;ADV;66,93;45,54
tel;ADJ:ind;66,90;115,74
glace;NOM;66,82;91,01
présent;NOM;66,72;141,01
calme;ADJ;66,57;73,65
décision;NOM;66,48;60,00
juge;NOM;66,45;44,46
contrôle;NOM;66,28;19,66
séparer;VER;66,22;109,80
sept;ADJ:num;66,07;75,61
maladie;NOM;66,04;60,68
sur;ADJ;65,92;16,22
ami;ADJ;65,72;25,95
quartier;NOM;65,70;112,16
désirer;VER;65,63;61,89
travers;NOM;65,60;247,64
dommage;NOM;65,59;26,15
cigarette;NOM;65,57;114,93
traîner;VER;65,49;122,77
respecter;VER;65,41;33,58
époux;NOM;65,34;46,62
tas;NOM;65,28;83,78
enfuir;VER;65,13;37,57
diriger;VER;65,10;95,68
crever;VER;64,95;81,55
fil;NOM;64,92;99,73
combat;NOM;64,83;72,57
poursuivre;VER;64,83;106,42
morceau;NOM;64,78;99,32
église;NOM;64,75;145,07
directeur;NOM;64,71;38,45
demande;NOM;64,64;40,07
forcer;VER;64,64;75,41
bombe;NOM;64,39;30,81
passé;NOM;64,32;113,51
j;NOM;64,31;2,91
lequel;PRO:int;64,31;137,09
lequel;PRO:rel;64,31;137,09
espoir;NOM;64,22;101,89
tueur;NOM;64,06;12,43
grandir;VER;63,99;46,69
dimanche;NOM;63,98;101,15
américain;ADJ;63,92;74,73
taxi;NOM;63,77;46,82
interdire;VER;63,72;54,39
baisser;VER;63,69;115,27
enterrer;VER;63,68;28,58
causer;VER;63,66;69,93
cool;ADJ;63,63;3,18
survivre;VER;63,62;27,77
devoir;NOM;63,59;55,54
cinéma;NOM;63,49;78,51
commander;VER;63,49;80,34
match;NOM;63,48;10,00
souvenir;NOM;63,24;197,03
information;NOM;63,20;36,55
toilette;NOM;62,84;45,68
note;NOM;62,82;77,43
secret;ADJ;62,68;83,11
gouvernement;NOM;62,66;132,03
quelque;ADV;62,61;111,49
monstre;NOM;62,56;26,96
censé;ADJ;62,52;8,11
ennuyer;VER;62,48;59,12
contraire;NOM;62,13;126,01
justement;ADV;62,08;78,18
montagne;NOM;62,01;81,82
prêter;VER;62,00;87,09
solution;NOM;61,96;43,51
nettoyer;VER;61,95;28,11
opération;NOM;61,94;70,20
occasion;NOM;61,89;105,74
atteindre;VER;61,83;126,76
rouler;VER;61,82;163,45
débarrasser;VER;61,77;48,92
position;NOM;61,74;63,38
patient;NOM;61,69;10,00
cerveau;NOM;61,59;30,88
excuse;NOM;61,58;23,51
ridicule;ADJ;61,57;45,54
avouer;VER;61,56;96,22
vêtement;NOM;61,48;90,14
ben;NOM;61,43;24,19
regard;NOM;61,35;423,18
plaindre;VER;61,25;67,84
remplir;VER;61,21;81,42
contrôler;VER;61,13;21,01
planète;NOM;61,11;22,91
taper;VER;61,07;67,91
mensonge;NOM;61,05;35,41
lune;NOM;61,02;66,69
personnel;ADJ;61,02;50,00
démon;NOM;61,00;20,34
e;NOM;60,91;28,99
mémoire;NOM;60,87;110,88
magasin;NOM;60,62;65,54
téléphoner;VER;60,49;67,03
dépendre;VER;60,33;36,49
vide;ADJ;60,33;147,50
jardin;NOM;60,21;185,81
nature;NOM;60,20;95,88
trace;NOM;60,18;80,27
félicitation;NOM;60,08;5,07
parfaire;VER;60,06;19,86
attaque;NOM;59,92;37,03
c;NOM;59,73;1,89
lait;NOM;59,62;62,91
résultat;NOM;59,47;38,38
camion;NOM;59,46;50,74
neuf;ADJ;59,45;113,18
neuf;ADJ:num;59,45;113,18
bonne;NOM;59,44;55,20
étranger;NOM;59,32;66,62
arrivé;ADJ;59,24;20,00
base;NOM;59,22;44,46
renvoyer;VER;59,22;42,70
puisque;CON;59,09;131,82
devant;ADV;59,06;81,22
reine;NOM;59,05;33,78
repartir;VER;58,84;87,57
enfermer;VER;58,81;69,86
parfait;ADJ;58,77;43,45
drogue;NOM;58,76;13,72
droite;NOM;58,70;117,97
dingue;ADJ;58,48;11,69
huit;ADJ:num;58,47;102,50
pur;ADJ;58,46;90,34
île;NOM;58,35;108,24
habiller;VER;58,27;67,36
refaire;VER;58,27;40,81
couteau;NOM;58,15;52,64
enquête;NOM;57,98;21,28
goût;NOM;57,94;141,82
pensée;NOM;57,87;151,55
gêner;VER;57,76;71,01
certains;ADJ:ind;57,58;101,28
intelligent;ADJ;57,51;35,68
marre;ADV;57,48;20,68
importance;NOM;57,32;75,81
éteindre;VER;57,32;76,82
bouteille;NOM;57,24;104,05
champ;NOM;57,22;106,49
o;NOM;57,07;11,49
centre;NOM;57,00;84,46
rapporter;VER;56,99;62,43
coincer;VER;56,95;30,61
malheur;NOM;56,89;92,64
miracle;NOM;56,89;42,16
sacré;ADJ;56,88;45,20
réunion;NOM;56,82;28,18
acte;NOM;56,81;57,30
surprendre;VER;56,80;116,62
convaincre;VER;56,71;46,35
bête;ADJ;56,55;41,89
livrer;VER;56,53;84,93
quels;ADJ:int;56,44;37,23
pont;NOM;56,43;90,81
faîte;NOM;56,42;7,03
immédiatement;ADV;56,35;42,64
caméra;NOM;56,18;6,35
juger;VER;56,12;96,96
membre;NOM;56,06;64,86
voie;NOM;56,06;71,01
voisin;NOM;56,00;81,82
différence;NOM;55,88;44,46
détail;NOM;55,78;91,15
annoncer;VER;55,67;133,92
pardon;NOM;55,62;26,89
environ;ADV;55,55;27,43
to;NOM;55,51;3,78
mille;ADJ:num;55,43;142,09
haïr;VER;55,42;35,68
test;NOM;55,38;5,61
assassin;NOM;55,37;20,34
officier;NOM;55,35;79,05
proche;ADJ;55,34;82,91
con;ADJ;55,33;33,92
commandant;NOM;55,24;49,80
briser;VER;55,20;61,62
gâteau;NOM;55,19;32,16
spectacle;NOM;55,19;73,78
certainement;ADV;55,16;59,93
métier;NOM;55,03;84,53
enchanté;ADJ;55,00;7,97
chasser;VER;54,93;67,91
attirer;VER;54,91;75,27
chapeau;NOM;54,91;88,04
allumer;VER;54,80;116,28
respect;NOM;54,78;43,85
dessus;NOM;54,77;27,23
d;PRE;54,68;2,97
jeune;NOM;54,68;47,91
sous-titrage;NOM;54,64;0,00
étoile;NOM;54,63;81,82
charmant;ADJ;54,51;41,15
écraser;VER;54,42;90,81
genou;NOM;54,24;127,91
formidable;ADJ;54,23;34,32
arracher;VER;54,19;113,38
mieux;NOM;54,12;38,99
soit;CON;54,09;52,91
sorcier;NOM;54,09;14,66
foi;NOM;54,06;76,49
mien;PRO:pos;54,06;36,08
sourire;VER;53,97;262,91
inventer;VER;53,96;69,73
zone;NOM;53,94;42,50
honnête;ADJ;53,89;28,24
dire;NOM;53,88;31,42
mêler;VER;53,84;112,64
énerver;VER;53,83;23,72
exploser;VER;53,79;24,05
réalité;NOM;53,77;82,77
présent;ADJ;53,70;80,74
supplier;VER;53,66;34,46
étonner;VER;53,63;116,55
superbe;ADJ;53,42;23,85
méchant;ADJ;53,37;34,05
ton;NOM;53,24;146,35
contrat;NOM;53,23;15,00
marche;NOM;53,17;152,97
déposer;VER;53,09;62,70
destin;NOM;53,03;67,23
urgence;NOM;53,03;23,11
placer;VER;52,94;101,76
remplacer;VER;52,84;60,61
accuser;VER;52,72;39,93
celle-là;PRO:dem;52,63;28,65
vert;ADJ;52,59;145,14
terrain;NOM;52,58;74,73
nourrir;VER;52,53;64,53
second;ADJ;52,50;88,58
folie;NOM;52,39;60,74
presser;VER;52,28;71,01
accorder;VER;52,27;67,84
emmerder;VER;52,18;27,09
baiser;NOM;52,17;54,59
arrière;NOM;52,15;95,00
reculer;VER;52,15;69,05
sexe;NOM;52,09;52,70
élever;VER;52,03;103,85
nécessaire;ADJ;52,00;68,11
piste;NOM;51,77;41,15
prêtre;NOM;51,69;45,27
usine;NOM;51,59;42,97
accrocher;VER;51,56;99,93
appareil;NOM;51,53;44,66
entendu;ADJ;51,52;61,62
fiancé;NOM;51,51;23,11
costume;NOM;51,42;55,88
déjeuner;NOM;51,34;59,66
coller;VER;51,31;107,16
code;NOM;51,27;15,00
danse;NOM;51,23;35,27
campagne;NOM;51,12;107,23
intention;NOM;51,11;68,65
anglais;NOM;51,01;79,53
serrer;VER;50,99;207,50
valise;NOM;50,99;70,34
justice;NOM;50,96;46,28
défense;NOM;50,94;52,30
arrêt;NOM;50,88;53,92
beau;NOM;50,85;40,07
coupable;ADJ;50,84;23,58
niveau;NOM;50,70;32,91
moyen;ADJ;50,69;41,69
entraîner;VER;50,68;101,08
bus;NOM;50,63;10,54
mienne;PRO:pos;50,46;41,28
demain;NOM;50,40;21,55
nerveux;ADJ;50,40;35,81
nord;NOM;50,38;72,30
crise;NOM;50,15;49,73
connard;NOM;50,13;6,28
moindre;ADJ;50,12;130,27
tableau;NOM;50,11;90,00
piquer;VER;50,06;64,86
admettre;VER;50,05;59,46
restaurant;NOM;50,04;48,99
trésor;NOM;49,92;34,66
nu;ADJ;49,87;168,04
produire;VER;49,81;68,92
tombe;NOM;49,67;34,86
poche;NOM;49,65;146,28
menacer;VER;49,63;52,57
couple;NOM;49,62;63,99
gâcher;VER;49,57;18,51
odeur;NOM;49,57;195,68
vu;ADJ;49,53;32,23
souci;NOM;49,47;61,22
lorsque;CON;49,36;207,09
concerner;VER;49,31;50,47
énorme;ADJ;49,27;120,00
programme;NOM;49,11;26,49
allemand;NOM;49,08;91,55
toit;NOM;49,01;91,76
bravo;ONO;48,98;7,91
représenter;VER;48,78;85,54
bénir;VER;48,77;18,92
telle;ADJ:ind;48,77;118,58
rapide;ADJ;48,73;71,82
fusil;NOM;48,61;55,68
enceinte;ADJ;48,60;12,43
repas;NOM;48,53;76,62
certaines;ADJ:ind;48,41;51,55
montre;NOM;48,40;47,84
fantôme;NOM;48,23;35,88
endormir;VER;48,19;73,18
plage;NOM;48,19;86,89
entrée;NOM;48,08;118,78
louer;VER;48,08;29,46
mine;NOM;48,08;65,88
hasard;NOM;48,07;124,19
soigner;VER;48,04;42,84
chasse;NOM;47,99;59,46
organiser;VER;47,90;47,16
sortie;NOM;47,81;75,27
examen;NOM;47,77;27,16
cadavre;NOM;47,75;54,05
vache;NOM;47,71;53,45
ranger;VER;47,67;67,91
passe;NOM;47,58;21,35
couler;VER;47,56;121,15
rigoler;VER;47,56;33,85
son;NOM;47,51;67,84
commettre;VER;47,45;37,16
pire;NOM;47,19;31,89
in;ADJ;47,17;11,62
sol;NOM;47,17;150,34
volonté;NOM;47,08;74,93
public;NOM;46,97;38,04
quelles;ADJ:int;46,92;35,95
ventre;NOM;46,91;141,96
blanc;NOM;46,88;72,36
trahir;VER;46,83;41,55
condition;NOM;46,73;91,62
débrouiller;VER;46,72;20,81
c;PRO:dem;46,69;4,59
shérif;NOM;46,65;1,28
fâcher;VER;46,63;21,96
parti;NOM;46,59;87,36
lui-même;PRO:per;46,58;202,30
samedi;NOM;46,53;37,43
malgré;PRE;46,50;191,55
étage;NOM;46,45;96,55
source;NOM;46,44;49,19
frais;ADJ;46,43;111,69
attacher;VER;46,37;71,01
joindre;VER;46,37;32,70
horreur;NOM;46,19;69,46
sexuel;ADJ;46,15;20,54
pluie;NOM;46,10;122,57
responsable;ADJ;46,01;21,82
celui-ci;PRO:dem;45,97;71,76
objet;NOM;45,94;124,32
finalement;ADV;45,89;58,92
gauche;ADJ;45,88;89,59
toi-même;PRO:per;45,83;11,89
presse;NOM;45,77;41,82
siècle;NOM;45,77;132,91
voyager;VER;45,74;27,50
larme;NOM;45,71;133,51
mlle;NOM;45,69;6,55
ombre;NOM;45,67;233,45
américain;NOM;45,64;47,43
nommer;VER;45,60;62,30
rat;NOM;45,60;37,64
cri;NOM;45,58;155,41
conscience;NOM;45,53;81,55
rechercher;VER;45,51;22,43
parfaitement;ADV;45,48;71,08
unique;ADJ;45,43;70,14
procès;NOM;45,41;24,32
valeur;NOM;45,40;52,30
désir;NOM;45,35;117,09
juif;NOM;45,32;55,74
obéir;VER;45,12;45,88
mets;NOM;45,09;7,97
saluer;VER;45,09;67,64
direction;NOM;45,06;108,04
présence;NOM;45,03;135,54
utile;ADJ;44,99;32,70
paquet;NOM;44,96;89,19
sein;NOM;44,90;84,05
nourriture;NOM;44,86;31,01
mordre;VER;44,85;48,45
public;ADJ;44,81;65,27
sort;NOM;44,80;58,92
guérir;VER;44,73;30,27
passage;NOM;44,73;154,39
jaloux;ADJ;44,67;24,19
nombreux;ADJ;44,64;60,27
nul;ADJ;44,53;35,07
nul;ADJ:ind;44,53;35,07
sommeil;NOM;44,53;114,80
week-end;NOM;44,51;14,32
stop;NOM;44,50;6,76
flingue;NOM;44,48;12,57
article;NOM;44,45;50,34
adieu;NOM;44,44;38,04
viande;NOM;44,43;45,00
détendre;VER;44,39;23,58
interroger;VER;44,31;73,04
étude;NOM;44,22;63,04
faillir;VER;44,19;43,65
talent;NOM;44,17;38,11
condamner;VER;44,15;44,59
cou;NOM;44,09;115,34
deuxième;ADJ;43,97;59,05
au-dessus;ADV;43,95;176,35
espace;NOM;43,87;88,51
apparaître;VER;43,78;159,26
don;NOM;43,78;39,86
marquer;VER;43,78;101,08
ramasser;VER;43,76;74,80
militaire;ADJ;43,73;96,22
château;NOM;43,68;74,12
chemise;NOM;43,66;91,42
certains;PRO:ind;43,65;32,64
mètre;NOM;43,49;130,07
abattre;VER;43,47;50,61
unité;NOM;43,46;40,41
majesté;NOM;43,43;22,57
imbécile;NOM;43,42;30,68
commissaire;NOM;43,39;36,69
même;PRO:ind;43,18;55,74
taille;NOM;43,17;76,49
un;ADJ:num;43,17;66,15
apparemment;ADV;43,08;29,53
connaissance;NOM;43,08;67,50
français;ADJ;43,06;298,85
énergie;NOM;43,06;29,66
cent;ADJ:num;43,05;135,41
sec;ADJ;43,02;142,84
considérer;VER;43,00;87,43
pendre;VER;42,99;58,04
cellule;NOM;42,98;46,28
combattre;VER;42,89;36,35
posséder;VER;42,76;82,23
discours;NOM;42,75;50,54
bouffer;VER;42,72;33,04
effort;NOM;42,70;136,62
arrivée;NOM;42,66;80,00
observer;VER;42,66;116,01
dépasser;VER;42,62;78,78
lycée;NOM;42,56;38,78
fonctionner;VER;42,51;24,39
profond;ADJ;42,41;105,74
fouiller;VER;42,37;47,16
pomme;NOM;42,35;82,36
repos;NOM;42,29;43,58
goûter;VER;42,27;39,86
conversation;NOM;42,17;115,34
insister;VER;42,16;67,03
gare;NOM;42,15;84,53
transformer;VER;42,15;60,68
annuler;VER;42,11;5,47
empreinte;NOM;42,06;15,61
oeuvre;NOM;41,96;92,23
réunir;VER;41,93;56,69
médicament;NOM;41,82;12,57
blessure;NOM;41,81;32,57
piger;VER;41,77;11,96
punir;VER;41,70;20,14
renoncer;VER;41,65;64,46
déclarer;VER;41,59;73,18
queue;NOM;41,59;57,84
confier;VER;41,50;69,53
malin;ADJ;41,49;20,20
théâtre;NOM;41,49;68,18
leçon;NOM;41,48;48,72
violence;NOM;41,45;56,49
ministre;NOM;41,41;81,15
rompre;VER;41,37;52,64
titre;NOM;41,35;71,22
éclater;VER;41,33;100,47
allemand;ADJ;41,32;86,55
haut;ADV;41,32;90,27
général;ADJ;41,31;95,41
alcool;NOM;41,30;42,84
poulet;NOM;41,25;25,34
malade;NOM;41,24;43,18
péché;NOM;41,22;30,27
invité;NOM;41,19;27,16
court;ADJ;41,15;108,99
éloigner;VER;41,15;133,11
porc;NOM;41,07;14,46
allonger;VER;41,05;89,66
front;NOM;41,03;159,12
appuyer;VER;40,95;126,01
résoudre;VER;40,95;36,96
com;NOM;40,90;0,27
artiste;NOM;40,78;45,88
geste;NOM;40,78;271,08
os;NOM;40,77;49,73
université;NOM;40,64;15,00
chauffeur;NOM;40,59;49,86
s;PRO:per;40,59;13,99
fabriquer;VER;40,37;47,57
mouvement;NOM;40,33;182,97
marque;NOM;40,29;37,70
agréable;ADJ;40,24;36,01
autrement;ADV;40,16;62,77
nombre;NOM;40,16;78,38
balancer;VER;40,12;67,70
vitesse;NOM;40,12;57,84
filmer;VER;40,08;3,45
chaise;NOM;40,02;118,31
puissant;ADJ;39,99;47,70
manteau;NOM;39,97;68,11
ouvert;ADJ;39,97;132,36
joyeux;ADJ;39,89;45,61
déconner;VER;39,86;10,95
saint;NOM;39,85;63,31
heureusement;ADV;39,78;51,35
naturel;ADJ;39,78;75,68
voiler;VER;39,78;14,73
naissance;NOM;39,72;52,91
adieu;ONO;39,70;7,36
former;VER;39,69;110,27
signal;NOM;39,61;23,11
concentrer;VER;39,58;18,92
succès;NOM;39,58;53,72
nana;NOM;39,57;13,65
enfoiré;NOM;39,56;4,53
infirmier;NOM;39,56;36,28
français;NOM;39,49;164,59
relever;VER;39,49;124,93
fruit;NOM;39,45;64,05
retraite;NOM;39,45;40,14
violer;VER;39,43;19,19
page;NOM;39,41;115,54
oeuf;NOM;39,40;50,14
coffre;NOM;39,35;29,32
neige;NOM;39,34;80,88
star;NOM;39,34;9,86
sérieusement;ADV;39,34;21,76
poil;NOM;39,33;76,01
bêtise;NOM;39,31;28,38
disputer;VER;39,31;22,09
innocent;ADJ;39,31;23,11
lapin;NOM;39,28;32,43
salon;NOM;39,24;101,22
chaleur;NOM;39,13;116,22
désormais;ADV;39,13;88,45
sage;ADJ;39,09;31,15
miss;NOM;39,08;9,86
chaud;ADV;39,06;41,76
pisser;VER;39,03;26,49
contacter;VER;38,96;2,03
hiver;NOM;38,96;99,53
collègue;NOM;38,93;32,09
résister;VER;38,91;52,16
ajouter;VER;38,88;224,66
rire;NOM;38,88;155,47
convenir;VER;38,82;73,78
chaîne;NOM;38,80;57,77
couille;NOM;38,80;11,42
faible;ADJ;38,78;53,65
celle-ci;PRO:dem;38,71;57,57
réel;ADJ;38,70;40,95
déplacer;VER;38,63;46,82
bloquer;VER;38,62;23,11
corde;NOM;38,57;48,38
aveugle;ADJ;38,53;38,51
là;ONO;38,53;4,26
identifier;VER;38,52;18,92
minuit;NOM;38,51;29,86
veiller;VER;38,41;41,62
politique;NOM;38,38;70,34
rattraper;VER;38,32;39,39
s;NOM;38,31;14,53
planter;VER;38,29;75,88
demi;ADJ;38,26;43,51
ça;NOM;38,19;6,01
politique;ADJ;38,09;70,81
égal;ADJ;38,08;39,32
étudiant;NOM;38,07;38,45
prisonnier;NOM;38,06;40,00
caisse;NOM;38,03;69,39
viser;VER;38,03;27,57
génie;NOM;38,01;51,62
tribunal;NOM;37,98;18,04
malheureux;ADJ;37,96;58,85
millier;NOM;37,94;42,43
lèvre;NOM;37,91;222,03
nulle;ADJ:ind;37,84;32,70
prof;NOM;37,82;20,20
perte;NOM;37,80;36,28
promener;VER;37,80;97,77
léger;ADJ;37,77;151,01
prêt;NOM;37,76;5,54
venger;VER;37,73;24,46
veste;NOM;37,72;61,62
changement;NOM;37,70;36,42
pilote;NOM;37,69;8,72
terme;NOM;37,67;59,73
prudent;ADJ;37,60;20,41
vrai;NOM;37,58;37,77
pantalon;NOM;37,55;71,76
esclave;NOM;37,52;22,23
responsabilité;NOM;37,46;28,72
informer;VER;37,42;21,69
savoir;NOM;37,32;41,42
pression;NOM;37,28;21,76
propriétaire;NOM;37,27;32,77
maudit;ADJ;37,18;17,50
lier;VER;37,17;46,08
ordinateur;NOM;37,15;4,26
rouge;NOM;37,14;68,38
marié;NOM;37,11;16,08
fer;NOM;37,08;114,19
chair;NOM;37,07;101,69
effrayer;VER;37,04;29,86
fêter;VER;36,97;16,01
cauchemar;NOM;36,94;26,62
lundi;NOM;36,94;24,46
élève;NOM;36,84;57,77
saisir;VER;36,81;135,74
impliquer;VER;36,80;12,09
ordonner;VER;36,73;35,68
poule;NOM;36,70;31,82
amitié;NOM;36,69;77,77
principal;ADJ;36,68;38,92
faveur;NOM;36,65;31,62
menteur;NOM;36,64;5,34
carrière;NOM;36,54;36,15
série;NOM;36,53;39,59
indiquer;VER;36,49;54,12
perdu;ADJ;36,46;58,45
privé;ADJ;36,44;21,89
examiner;VER;36,36;50,68
gaz;NOM;36,33;28,65
fesse;NOM;36,32;45,14
puer;VER;36,29;18,65
l'une;PRO:ind;36,12;93,58
sourire;NOM;36,08;215,34
douche;NOM;36,06;23,85
peindre;VER;36,05;80,27
sou;NOM;35,98;41,22
vive;ONO;35,95;12,09
avaler;VER;35,89;65,27
lien;NOM;35,89;38,38
fatigué;ADJ;35,86;31,62
portable;ADJ;35,82;0,61
lors;ADV;35,79;70,27
marrant;ADJ;35,70;12,36
rencontre;NOM;35,68;81,76
démarrer;VER;35,67;29,32
prétendre;VER;35,63;67,43
criminel;NOM;35,62;8,04
vélo;NOM;35,58;28,45
soutenir;VER;35,56;61,22
singe;NOM;35,48;22,57
vision;NOM;35,48;41,82
envers;PRE;35,46;27,91
russe;NOM;35,44;40,27
déjeuner;VER;35,43;36,01
malheureusement;ADV;35,35;21,08
journaliste;NOM;35,29;30,34
gloire;NOM;35,27;50,88
somme;NOM;35,25;79,26
créature;NOM;35,22;27,23
continue;ADJ;35,19;8,85
midi;NOM;35,19;68,38
heu;ONO;35,17;6,69
côte;NOM;35,16;112,50
franchement;ADV;35,09;28,24
amant;NOM;35,03;69,59
champion;NOM;35,02;15,07
affreux;ADJ;34,96;39,46
exiger;VER;34,96;60,07
inquiet;ADJ;34,96;46,55
victoire;NOM;34,96;63,24
forêt;NOM;34,94;113,31
chasseur;NOM;34,92;41,55
pistolet;NOM;34,92;18,78
visiter;VER;34,92;52,16
saigner;VER;34,86;21,82
herbe;NOM;34,81;118,51
point;ADV;34,80;74,39
bouge;NOM;34,79;5,00
identité;NOM;34,78;24,19
glisser;VER;34,75;229,32
celles;PRO:dem;34,73;107,97
cher;ADV;34,70;20,27
vieil;ADJ;34,69;51,22
gaffe;NOM;34,68;20,47
national;ADJ;34,61;98,04
patte;NOM;34,60;85,14
grâce;NOM;34,59;57,70
apercevoir;VER;34,56;233,11
offre;NOM;34,55;11,55
frontière;NOM;34,54;40,47
poids;NOM;34,42;89,05
social;ADJ;34,40;49,80
couverture;NOM;34,39;62,03
curieux;ADJ;34,36;66,22
réserver;VER;34,31;47,57
bien;ADJ;34,29;36,55
univers;NOM;34,21;58,45
provoquer;VER;34,19;48,85
durant;PRE;34,15;65,95
policier;NOM;34,15;21,62
trembler;VER;34,13;94,05
tard;NOM;34,10;18,38
impossible;NOM;34,06;11,55
embêter;VER;33,91;15,61
opinion;NOM;33,89;44,66
confirmer;VER;33,80;27,57
passion;NOM;33,78;87,64
puissance;NOM;33,69;55,20
moteur;NOM;33,63;51,08
fortune;NOM;33,62;51,49
disque;NOM;33,61;42,16
hum;ONO;33,59;5,68
participer;VER;33,56;40,07
cible;NOM;33,55;10,74
