lemme;genre;freq
coaccusé;m;0,00
coach;m;0,00
coache;m;0,00
coati;m;0,00
coaxial;m;0,00
cob;m;0,00
cobol;m;0,00
cochenille;f;0,00
cochlée;f;0,00
cochonnée;f;0,00
cocoon;m;0,00
code-barre;m;0,00
code-barres;m;0,00
code-clé;m;0,00
codes-clé;m;0,00
codeur;m;0,00
codon;m;0,00
coentreprise;f;0,00
coenzyme;f;0,00
coffee shop;m;0,00
coffin;m;0,00
cofinancement;m;0,00
cognition;f;0,00
cogérant;m;0,00
coin-repas;m;0,00
coir;m;0,00
col-de-cygne;m;0,00
colchicine;f;0,00
colectomie;f;0,00
colis-cadeau;m;0,00
colistier;m;0,00
collationnement;m;0,00
collector;m;0,00
colleuse;f;0,00
colley;m;0,00
collure;f;0,00
colonoscopie;f;0,00
colopathie;f;0,00
colorisation;f;0,00
coloscopie;f;0,00
colostomie;f;0,00
colostrum;m;0,00
colposcopie;f;0,00
combi;m;0,00
combinat;m;0,00
combo;m;0,00
comestibilité;f;0,00
comma;m;0,00
commandite;f;0,00
commandité;m;0,00
commando-suicide;m;0,00
commençant;m;0,00
communicateur;m;0,00
compactage;m;0,00
compacteur;m;0,00
compadre;m;0,00
comparabilité;f;0,00
comparateur;m;0,00
comparatif;m;0,00
compatibilité;f;0,00
compatible;m;0,00
compil;f;0,00
complètement;m;0,00
composeur;m;0,00
composite;m;0,00
comprador;m;0,00
compulsion;f;0,00
compétitivité;f;0,00
concaténation;f;0,00
concentrateur;m;0,00
concertina;m;0,00
condenseur;m;0,00
condo;m;0,00
condom;m;0,00
conductance;f;0,00
conductibilité;f;0,00
conduction;f;0,00
conductivité;f;0,00
confidentialité;f;0,00
conjoncteur;m;0,00
conjonctif;m;0,00
conjurateur;m;0,00
connecteur;m;0,00
connectivité;f;0,00
constitutionnalité;f;0,00
constrictor;m;0,00
constructivisme;m;0,00
consumérisme;m;0,00
containeur;m;0,00
contaminateur;m;0,00
contingentement;m;0,00
contra;m;0,00
contre-accusation;f;0,00
contre-culture;f;0,00
contre-emploi;m;0,00
contre-feu;m;0,00
contre-indication;f;0,00
contre-interrogatoire;m;0,00
contre-la-montre;m;0,00
contre-mesure;f;0,00
contre-pression;f;0,00
contre-réaction;f;0,00
contre-terrorisme;m;0,00
contre-transfert;m;0,00
contreproposition;f;0,00
contrevallation;f;0,00
contributeur;m;0,00
convecteur;m;0,00
convection;f;0,00
convenant;m;0,00
convertisseur;m;0,00
coolie-pousse;m;0,00
coopérateur;m;0,00
coopératisme;m;0,00
coordonnateur;m;0,00
copal;m;0,00
copiage;m;0,00
copilote;m;0,00
coppa;f;0,00
coproculture;f;0,00
coprophagie;f;0,00
coprophilie;f;0,00
coprésidence;f;0,00
copule;f;0,00
coquerie;f;0,00
coqueron;m;0,00
cordoba;m;0,00
cormier;m;0,00
corn-flakes;m;0,00
cornemuseur;m;0,00
cornouaillais;m;0,00
coronarien;m;0,00
coroner;m;0,00
corpus delicti;m;0,00
correspondancier;m;0,00
corroboration;f;0,00
corte;f;0,00
cortine;f;0,00
cortisol;m;0,00
coryphène;m;0,00
cosmodrome;m;0,00
cosmétologie;f;0,00
costar;m;0,00
cotonnerie;f;0,00
cotonnière;f;0,00
coumarine;f;0,00
coup-de-poing;m;0,00
coupe-file;m;0,00
coupe-jarret;m;0,00
coupe-ongle;m;0,00
couplage;m;0,00
coupleur;m;0,00
coupon-cadeau;m;0,00
courriel;m;0,00
course-poursuite;f;0,00
court-circuits;m;0,00
court-courrier;m;0,00
court-jus;m;0,00
court-métrage;m;0,00
couseur;f;0,00
couvade;f;0,00
couvre-feux;m;0,00
covenant;m;0,00
covoiturage;m;0,00
crabs;m;0,00
cracking;m;0,00
crane;m;0,00
craniométrie;f;0,00
craniotomie;f;0,00
craquage;m;0,00
crase;f;0,00
crash-test;m;0,00
crashe;m;0,00
crematorium;m;0,00
crevettier;m;0,00
crib;m;0,00
cristallomancie;f;0,00
crochetage;m;0,00
croque-madame;m;0,00
crossman;m;0,00
croustille;f;0,00
crown;m;0,00
croît;m;0,00
cruiser;m;0,00
crumble;m;0,00
cryofracture;f;0,00
cryogénie;f;0,00
cryogénisation;f;0,00
cryotechnique;f;0,00
cryptage;m;0,00
cryptologie;f;0,00
cryptomère;m;0,00
créatine;f;0,00
créatinine;f;0,00
créationnisme;m;0,00
créative;f;0,00
crédit-bail;m;0,00
crépitation;f;0,00
crésol;m;0,00
crésus;m;0,00
crêt;m;0,00
csardas;f;0,00
cubitainer;m;0,00
cucurbitacée;f;0,00
cucuterie;f;0,00
cueillaison;f;0,00
cuiseur;m;0,00
cuissarde;f;0,00
cuisseau;m;0,00
cul-de-porc;m;0,00
culex;m;0,00
cumulard;m;0,00
cupronickel;m;0,00
curaillon;m;0,00
curatif;m;0,00
cure-pipe;m;0,00
curetage;m;0,00
curette;f;0,00
custom;m;0,00
cyan;m;0,00
cyanoacrylate;m;0,00
cyanobactérie;f;0,00
cyanogène;m;0,00
cyanose;f;0,00
cybercafé;m;0,00
cyberespace;m;0,00
cybermonde;m;0,00
cybernéticien;m;0,00
cyberspace;m;0,00
cycas;m;0,00
cyclo-pousse;m;0,00
cyclorama;m;0,00
cyclosporine;f;0,00
cynips;m;0,00
cynodrome;m;0,00
cyphoscoliose;f;0,00
cystite;f;0,00
cystotomie;f;0,00
cytologie;f;0,00
cytomégalovirus;m;0,00
cytoplasme;m;0,00
cytosine;f;0,00
câblage;m;0,00
câblerie;f;0,00
câblier;m;0,00
câblogramme;m;0,00
céara;m;0,00
cédule;f;0,00
cégep;m;0,00
cépage;m;0,00
céphaline;f;0,00
céphalopode;m;0,00
céphalosporine;f;0,00
céphalée;f;0,00
césium;m;0,00
cétone;f;0,00
daba;f;0,00
dactyloptère;m;0,00
dactyloscopie;f;0,00
dadaïsme;m;0,00
dal;m;0,00
dale;m;0,00
daltonien;m;0,00
daltonisme;m;0,00
damage;m;0,00
damasquinage;m;0,00
dao;m;0,00
darce;f;0,00
dariole;f;0,00
datage;m;0,00
dateur;m;0,00
datif;m;0,00
daubière;f;0,00
daya;f;0,00
de santis;m;0,00
deck;m;0,00
delphinidé;m;0,00
delphinium;m;0,00
deltaplane;m;0,00
demi-degré;m;0,00
demi-dose;f;0,00
demi-finale;f;0,00
demi-juif;m;0,00
demi-longueur;f;0,00
demi-mois;m;0,00
demi-part;f;0,00
demi-place;f;0,00
demi-point;m;0,00
demi-talent;m;0,00
demi-vie;f;0,00
dendrite;f;0,00
dengue;f;0,00
densimètre;m;0,00
dentaire;f;0,00
dentisterie;f;0,00
dermatite;f;0,00
dermatologie;f;0,00
dermeste;m;0,00
descenseur;m;0,00
dessous-de-table;m;0,00
dessous-de-verre;m;0,00
deutérium;m;0,00
deux-deux;m;0,00
deux-points;m;0,00
deux-quatre;m;0,00
deux-roues;m;0,00
dexaméthasone;f;0,00
dextrose;m;0,00
dhole;m;0,00
diabolisme;m;0,00
diaclase;f;0,00
diacétylmorphine;f;0,00
diagnose;f;0,00
diagnostiqueur;m;0,00
diamine;f;0,00
diamorphine;f;0,00
dichotomie;f;0,00
diem;m;0,00
diffraction;f;0,00
différentiel;m;0,00
digit;m;0,00
digitaliseur;m;0,00
dilatateur;m;0,00
dilation;f;0,00
diluant;m;0,00
dimensionnement;m;0,00
diode;f;0,00
dionée;f;0,00
diorite;f;0,00
dioxine;f;0,00
dioxyde;m;0,00
diplopie;f;0,00
dipneuste;m;0,00
dipsomanie;f;0,00
dipôle;m;0,00
directeur-adjoint;m;0,00
directorat;m;0,00
discographie;f;0,00
disculpation;f;0,00
disfonctionnement;m;0,00
disruption;f;0,00
disséqueur;m;0,00
distanciation;f;0,00
distillat;m;0,00
diurèse;f;0,00
diverticule;m;0,00
diverticulose;f;0,00
dixie;m;0,00
dixieland;m;0,00
dizain;m;0,00
djihad;m;0,00
dna;m;0,00
docudrame;m;0,00
dog-cart;m;0,00
dogger;m;0,00
dolby;m;0,00
doline;f;0,00
dolique;m;0,00
dolomite;f;0,00
dommages-intérêts;m;0,00
domotique;f;0,00
donner;m;0,00
donquichottisme;m;0,00
dopage;m;0,00
dopamine;f;0,00
doppler;m;0,00
dosimètre;m;0,00
double-croche;f;0,00
double-fond;m;0,00
doubler;m;0,00
douce;m;0,00
doucine;f;0,00
douglas;m;0,00
doña;f;0,00
dragage;m;0,00
dragonnier;m;0,00
dragster;m;0,00
dreadlocks;f;0,00
dream team;f;0,00
drelin;m;0,00
dressing;m;0,00
dressing-room;m;0,00
drive-in;m;0,00
drone;m;0,00
drone-espion;m;0,00
drop;m;0,00
droppage;m;0,00
drosophile;f;0,00
droséra;m;0,00
drumlin;m;0,00
drège;f;0,00
drépanocytose;f;0,00
dumper;m;0,00
duopole;m;0,00
dupeur;m;0,00
duplicate;m;0,00
durabilité;f;0,00
durant;m;0,00
durcisseur;m;0,00
durham;m;0,00
durian;m;0,00
durit;f;0,00
dynamitage;m;0,00
dyscinésie;f;0,00
dyscrasie;f;0,00
dysfonction;f;0,00
dysfonctionnement;m;0,00
dysménorrhée;f;0,00
dysphonie;f;0,00
dysphorie;f;0,00
dyspnée;f;0,00
dystocie;f;0,00
dystrophie;f;0,00
dysurie;f;0,00
déambulateur;m;0,00
débarbouillette;f;0,00
débattue;f;0,00
débaucheur;m;0,00
débogage;m;0,00
déboisement;m;0,00
débouchage;m;0,00
débouchoir;m;0,00
déboursement;m;0,00
déboîtement;m;0,00
débranchement;m;0,00
débridement;m;0,00
débriefing;m;0,00
débrouilleur;m;0,00
décachetage;m;0,00
décaissement;m;0,00
décalcification;f;0,00
décanteur;m;0,00
décapage;m;0,00
décentrement;m;0,00
déchetterie;f;0,00
déchireur;m;0,00
déci;m;0,00
décideur;m;0,00
décigramme;m;0,00
décile;m;0,00
décimalisation;f;0,00
décimalité;f;0,00
décimateur;m;0,00
décision-clé;f;0,00
décoffrage;m;0,00
décoinçage;m;0,00
décolorant;m;0,00
décompensation;f;0,00
décomposeur;m;0,00
déconditionnement;m;0,00
décongestif;m;0,00
décongestion;f;0,00
décongélation;f;0,00
déconnection;f;0,00
déconsidération;f;0,00
décontamination;f;0,00
décortication;f;0,00
découplage;m;0,00
décroissance;f;0,00
décrypteur;m;0,00
déculotté;m;0,00
déculottée;f;0,00
décérébration;f;0,00
dédouanement;m;0,00
déductibilité;f;0,00
défends;m;0,00
défens;m;0,00
défibreur;m;0,00
défibrillateur;m;0,00
défibrillation;f;0,00
déficient;m;0,00
défigurement;m;0,00
défiscalisation;f;0,00
déflexion;f;0,00
défoliant;m;0,00
déforestation;f;0,00
défouloir;m;0,00
défragmenteur;m;0,00
défrisage;m;0,00
défroqué;m;0,00
dégazage;m;0,00
dégivrage;m;0,00
dégobillage;m;0,00
dégonflement;m;0,00
dégrafeur;m;0,00
dégraissage;m;0,00
dégraissant;m;0,00
déguenillé;f;0,00
dégénération;f;0,00
déisme;m;0,00
délocalisation;f;0,00
démasquage;m;0,00
dématérialisation;f;0,00
démodulateur;m;0,00
démonologie;f;0,00
démonomanie;f;0,00
démotivation;f;0,00
démystificateur;m;0,00
démêlant;m;0,00
dénatalité;f;0,00
dénaturation;f;0,00
dénazification;f;0,00
déneigement;m;0,00
dénervation;f;0,00
dénivelé;m;0,00
dénoyauteur;m;0,00
dénudation;f;0,00
dépersonnalisation;f;0,00
déphasage;m;0,00
déphaseur;m;0,00
déplantoir;m;0,00
dépollution;f;0,00
déposant;m;0,00
dépouillage;m;0,00
dépressif;m;0,00
déprogrammation;f;0,00
dépôt-vente;m;0,00
déroutement;m;0,00
déréglage;m;0,00
déréglementation;f;0,00
dérégulation;f;0,00
désacralisation;f;0,00
désalinisation;f;0,00
désamiantage;m;0,00
désaminase;f;0,00
désamorçage;m;0,00
désargenté;m;0,00
désarrimage;m;0,00
désensibilisation;f;0,00
désherbage;m;0,00
déshumidification;f;0,00
désillusionnement;m;0,00
désincarcération;f;0,00
désincarnation;f;0,00
désindividualisation;f;0,00
désinsectisation;f;0,00
désintégrateur;m;0,00
désobéissant;f;0,00
désorbitation;f;0,00
désossage;m;0,00
désossement;m;0,00
désosseur;m;0,00
désoxygénation;f;0,00
déstockage;m;0,00
déstructuration;f;0,00
désynchronisation;f;0,00
déségrégation;f;0,00
détacheur;m;0,00
détartrage;m;0,00
détartrant;m;0,00
détaxe;f;0,00
dételage;m;0,00
détendeur;m;0,00
déterrage;m;0,00
détourage;m;0,00
détrônement;m;0,00
dévastateur;m;0,00
déverrouillage;m;0,00
déviance;f;0,00
dévissé;m;0,00
dévonien;m;0,00
dôle;m;0,00
dông;m;0,00
e-commerce;m;0,00
e-mail;m;0,00
eau-minute;f;0,00
ecstasy;m;0,00
ectasie;f;0,00
ectopie;f;0,00
effaceur;m;0,00
effaçage;m;0,00
effluent;m;0,00
eldorado;m;0,00
elliptique;f;0,00
email;m;0,00
embarrure;f;0,00
embole;m;0,00
embrouillage;m;0,00
embryologie;f;0,00
emergency;f;0,00
emmental;m;0,00
emmurement;m;0,00
empalement;m;0,00
empaqueteur;m;0,00
empathie;f;0,00
empenne;f;0,00
emprunteur;m;0,00
en-but;m;0,00
en-cours;m;0,00
encagoulé;m;0,00
encastrement;m;0,00
encensement;m;0,00
enclenche;f;0,00
encodage;m;0,00
encodeur;m;0,00
encours;m;0,00
encroûtement;m;0,00
encryptage;m;0,00
encéphalopathie;f;0,00
endiguement;m;0,00
endocarde;m;0,00
endocardite;f;0,00
endommagement;m;0,00
endomorphine;f;0,00
endométriose;f;0,00
endométrite;f;0,00
endoscope;m;0,00
endosquelette;m;0,00
endossement;m;0,00
enneigement;m;0,00
enquiquinement;m;0,00
enrayage;m;0,00
enrayement;m;0,00
enseigneur;m;0,00
enseigné;m;0,00
ente;f;0,00
enthalpie;f;0,00
entichement;m;0,00
entièreté;f;0,00
entr'acte;m;0,00
entre-rail;m;0,00
entrebâilleur;m;0,00
entreposage;m;0,00
entretoise;f;0,00
entrevous;m;0,00
entrée-sortie;f;0,00
enture;f;0,00
entérocolite;f;0,00
entérovirus;m;0,00
ergol;m;0,00
ergotage;m;0,00
ergotamine;f;0,00
ergoteur;m;0,00
ergothérapie;f;0,00
ers;m;0,00
esbroufeur;m;0,00
escape;f;0,00
esclavagisme;m;0,00
escot;m;0,00
escroqueur;f;0,00
escudo;m;0,00
eskimo;m;0,00
espionite;f;0,00
esquire;m;0,00
essuyeur;m;0,00
estampage;m;0,00
ester;m;0,00
estonienne;f;0,00
ethnicité;f;0,00
eugénique;f;0,00
eugénisme;m;0,00
euro;m;0,00
eurodollar;m;0,00
euskera;m;0,00
event;m;0,00
ex-agent;m;0,00
ex-ambassadeur;m;0,00
ex-amour;m;0,00
ex-ballerine;f;0,00
ex-banquier;m;0,00
ex-belle-mère;f;0,00
ex-boss;m;0,00
ex-boxeur;m;0,00
ex-buteur;m;0,00
ex-capitaine;m;0,00
ex-caïd;m;0,00
ex-chiropracteur;m;0,00
ex-citation;f;0,00
ex-citoyen;m;0,00
ex-civil;m;0,00
ex-commando;m;0,00
ex-contrebandier;m;0,00
ex-copain;m;0,00
ex-copine;f;0,00
ex-corps;m;0,00
ex-couple;m;0,00
ex-dealer;m;0,00
ex-dieu;m;0,00
ex-démon;m;0,00
ex-forçat;m;0,00
ex-gendre;m;0,00
ex-homme;m;0,00
ex-homme-grenouille;m;0,00
ex-inspecteur;m;0,00
ex-junkie;m;0,00
ex-leader;m;0,00
ex-lieutenant;m;0,00
ex-maire;m;0,00
ex-marine;f;0,00
ex-mec;m;0,00
ex-membre;m;0,00
ex-miss;f;0,00
ex-monteur;m;0,00
ex-motard;m;0,00
ex-nana;f;0,00
ex-palme;f;0,00
ex-patron;m;0,00
ex-perroquet;m;0,00
ex-planète;f;0,00
ex-poivrot;m;0,00
ex-premier;m;0,00
ex-prison;f;0,00
ex-procureur;m;0,00
ex-profileur;m;0,00
ex-promoteur;m;0,00
ex-président;m;0,00
ex-prêtre;m;0,00
ex-pute;f;0,00
ex-reine;f;0,00
ex-république;f;0,00
ex-résidence;f;0,00
ex-star;f;0,00
ex-teinturier;m;0,00
ex-tueur;m;0,00
ex-tuteur;m;0,00
ex-usine;f;0,00
ex-violeur;m;0,00
ex-équipier;m;0,00
exam;m;0,00
exemplarité;f;0,00
exhalation;f;0,00
exobiologie;f;0,00
exocet;m;0,00
exonération;f;0,00
exosphère;f;0,00
exosquelette;m;0,00
exostose;f;0,00
expectation;f;0,00
expectorant;m;0,00
exploreur;m;0,00
exproprié;f;0,00
exsudation;f;0,00
externalité;f;0,00
extirpation;f;0,00
extorqueur;m;0,00
extracteur;m;0,00
extrasystole;f;0,00
extravasation;f;0,00
extrusion;f;0,00
exténuation;f;0,00
extériorisation;f;0,00
eyeliner;m;0,00
facilitateur;m;0,00
facilitation;f;0,00
factor;m;0,00
factorisation;f;0,00
facturette;f;0,00
fade;m;0,00
fado;m;0,00
faisabilité;f;0,00
fandango;m;0,00
fanfan;m;0,00
farsi;m;0,00
fart;m;0,00
fascia;m;0,00
fashion;f;0,00
fau;m;0,00
fauconneau;m;0,00
fauvisme;m;0,00
faux-pont;m;0,00
fazenda;f;0,00
faîtes-la-moi;m;0,00
fedayin;m;0,00
feed-back;m;0,00
feeder;m;0,00
feinteur;m;0,00
femme-robot;f;0,00
fendoir;m;0,00
fenestrelle;f;0,00
fenton;m;0,00
fenugrec;m;0,00
ferlage;f;0,00
fermi;m;0,00
fermion;m;0,00
fermium;m;0,00
feta;f;0,00
fettucine;f;0,00
fibrillation;f;0,00
fibrillé;m;0,00
fibrinogène;m;0,00
fibroscope;m;0,00
fibroscopie;f;0,00
fibrose;f;0,00
fic;m;0,00
fichage;m;0,00
fiducie;f;0,00
field;m;0,00
fieux;m;0,00
fignoleur;m;0,00
filariose;f;0,00
file-la-moi;f;0,00
fillér;m;0,00
filmage;m;0,00
filmographie;f;0,00
filmothèque;f;0,00
finalisation;f;0,00
fioul;m;0,00
fistule;f;0,00
fitness;m;0,00
fixateur;m;0,00
fixing;m;0,00
fla;m;0,00
flagellateur;m;0,00
flagrance;f;0,00
flamboyance;f;0,00
flamine;m;0,00
flashage;m;0,00
flasheur;m;0,00
flaveur;f;0,00
flip-flop;m;0,00
fliquesse;f;0,00
flirtation;f;0,00
floculation;f;0,00
flood;m;0,00
flottabilité;f;0,00
flottation;f;0,00
fluence;f;0,00
fluidifiant;m;0,00
fluor;m;0,00
fluorescéine;f;0,00
fluorite;f;0,00
flâneuse;f;0,00
flétrissement;m;0,00
focale;f;0,00
focalisation;f;0,00
foehn;m;0,00
foil;m;0,00
folasse;f;0,00
follicule;m;0,00
folliculite;f;0,00
fomentateur;m;0,00
foncier;m;0,00
foncteur;m;0,00
fonctionnalité;f;0,00
fondamentalisme;m;0,00
fongicide;m;0,00
fongus;m;0,00
fontainier;m;0,00
footballeur-vedette;m;0,00
footeux;m;0,00
foramen;m;0,00
foraminifère;m;0,00
forgeage;m;0,00
forgeur;m;0,00
forint;m;0,00
forlane;f;0,00
formaldéhyde;m;0,00
formatage;m;0,00
fossoyeuse;f;0,00
fou-fou;m;0,00
foudroiement;m;0,00
foufoune;f;0,00
fouinard;m;0,00
fouleur;m;0,00
foulon;m;0,00
foutrerie;f;0,00
franc-jeu;m;0,00
franchisage;m;0,00
franco-anglais;f;0,00
franco-canadien;m;0,00
freezer;m;0,00
freineur;m;0,00
fricadelle;f;0,00
fricative;f;0,00
frigorigène;m;0,00
frisbee;m;0,00
frise-poulet;m;0,00
fritte;f;0,00
frondeur;m;0,00
fructose;m;0,00
fréon;m;0,00
fugu;m;0,00
fuie;f;0,00
fuligule;m;0,00
full-contact;m;0,00
fullerène;m;0,00
fumigateur;m;0,00
furtivité;f;0,00
fusionnement;m;0,00
futaine;f;0,00
futon;m;0,00
fy;m;0,00
fécalome;m;0,00
fécondateur;m;0,00
félinité;f;0,00
féminisation;f;0,00
fêle;f;0,00
gaba;m;0,00
gabbro;m;0,00
gadjo;m;0,00
gadolinium;m;0,00
galago;m;0,00
galiléen;m;0,00
gallois;m;0,00
galloise;f;0,00
galoubet;m;0,00
galvanisme;m;0,00
galère;f;0,00
gambit;m;0,00
gammas;m;0,00
gan;m;0,00
ganja;f;0,00
gap;m;0,00
garde-côtes;m;0,00
garde-feu;m;0,00
garde-frontière;m;0,00
garde-vue;m;0,00
gargantua;m;0,00
garibaldien;m;0,00
garnissage;m;0,00
garrotte;f;0,00
gaspacho;m;0,00
gastrectomie;f;0,00
gastrula;f;0,00
gatte;f;0,00
gaulthérie;f;0,00
gaulée;f;0,00
gauss;m;0,00
gazoduc;m;0,00
gazole;m;0,00
gazométrie;f;0,00
gazpacho;m;0,00
gecko;m;0,00
geez;m;0,00
geline;f;0,00
gemmologie;f;0,00
genet;m;0,00
gentamicine;f;0,00
gentry;f;0,00
gerbille;f;0,00
germanisation;f;0,00
germanité;f;0,00
gerris;m;0,00
gift;m;0,00
gigabit;m;0,00
gigahertz;m;0,00
gigaoctet;m;0,00
gingivite;f;0,00
ginkgo;m;0,00
girafeau;m;0,00
girafon;m;0,00
girl friend;f;0,00
givrage;m;0,00
glabelle;f;0,00
gladiatrice;f;0,00
glanage;m;0,00
glandage;m;0,00
glaréole;f;0,00
glasnost;f;0,00
glide;m;0,00
glioblastome;m;0,00
gliome;m;0,00
glisse-la-moi;f;0,00
glissoire;f;0,00
globalisation;f;0,00
globuline;f;0,00
glucagon;m;0,00
gluon;m;0,00
glutamate;m;0,00
glycol;m;0,00
glycoprotéine;f;0,00
glycémie;f;0,00
glycérol;m;0,00
glyphe;m;0,00
gnaule;f;0,00
gnian-gnian;m;0,00
goddam;m;0,00
godiche;f;0,00
goglu;m;0,00
gommette;f;0,00
gon;m;0,00
gonadotrophine;f;0,00
gonflette;f;0,00
gonococcie;f;0,00
gonorrhée;f;0,00
gord;m;0,00
gore;m;0,00
gospel;m;0,00
gouin;f;0,00
goulache;m;0,00
goutteur;f;0,00
gouvernance;f;0,00
gouverné;m;0,00
goétie;f;0,00
graben;m;0,00
gradient;m;0,00
gradué;m;0,00
graff;m;0,00
graffeur;m;0,00
gram;m;0,00
grand-angle;m;0,00
grand-guignol;m;0,00
grand-vergue;f;0,00
granulie;f;0,00
granulome;m;0,00
graphe;m;0,00
graphologie;f;0,00
graphophone;m;0,00
grappillage;m;0,00
grappilleur;m;0,00
gratte-dos;m;0,00
grau;m;0,00
gravidité;f;0,00
graviton;m;0,00
greffage;m;0,00
grenadage;m;0,00
grenadeur;m;0,00
grenouillage;m;0,00
grenouille-taureau;f;0,00
griffeur;m;0,00
griffonneur;m;0,00
grilladerie;f;0,00
grimace-éclair;f;0,00
grime;m;0,00
grimpe;f;0,00
grimper;m;0,00
gringo;m;0,00
grip;m;0,00
grison;m;0,00
grivet;m;0,00
grizzli;m;0,00
grognon;m;0,00
gros-porteur;m;0,00
ground;m;0,00
groupage;m;0,00
grumier;m;0,00
grunge;m;0,00
gréage;m;0,00
grébiche;f;0,00
guacamole;m;0,00
guanaco;m;0,00
guanine;f;0,00
guaracha;f;0,00
gueuse;f;0,00
guidage;m;0,00
guidance;f;0,00
guilde;f;0,00
guillemot;m;0,00
guillotin;f;0,00
guindant;m;0,00
gulden;m;0,00
guna;m;0,00
guppy;m;0,00
gusse;m;0,00
gutta-percha;f;0,00
guède;f;0,00
gynécomastie;f;0,00
gypaète;m;0,00
gypsophile;f;0,00
gyrocompas;m;0,00
gélifiant;m;0,00
génome;m;0,00
génomique;f;0,00
génotype;m;0,00
géode;f;0,00
géophysicien;m;0,00
géophysique;f;0,00
géoscience;f;0,00
géothermie;f;0,00
gérontisme;m;0,00
géré;m;0,00
habanera;f;0,00
hachage;m;0,00
hack;m;0,00
hacker;m;0,00
hadith;m;0,00
hadj;m;0,00
haggadah;f;0,00
haggis;m;0,00
haka;m;0,00
hakka;m;0,00
halcyon;m;0,00
halloween;f;0,00
hallucinogène;m;0,00
halogène;m;0,00
halogénure;m;0,00
halopéridol;m;0,00
halothane;m;0,00
halte-garderie;f;0,00
hamadryade;f;0,00
hamadryas;m;0,00
hamamélis;m;0,00
hand-ball;m;0,00
handball;m;0,00
handicapeur;m;0,00
hanoukka;f;0,00
hanovrien;m;0,00
hantavirus;m;0,00
haptoglobine;f;0,00
harari;m;0,00
hard edge;m;0,00
hard-top;m;0,00
harenguet;m;0,00
harenguier;m;0,00
harpagon;m;0,00
hassidim;m;0,00
hautin;m;0,00
havanaise;f;0,00
hemlock;m;0,00
henry;m;0,00
heptane;m;0,00
herbicide;m;0,00
hermès;m;0,00
herpétologie;f;0,00
hertz;m;0,00
heuristique;f;0,00
high-tech;m;0,00
hile;m;0,00
hindouisme;m;0,00
hindoustani;m;0,00
hip-hop;m;0,00
hippisme;m;0,00
hirsutisme;m;0,00
hirudine;f;0,00
hispano-américain;m;0,00
histamine;f;0,00
hister;m;0,00
histocompatibilité;f;0,00
histologie;f;0,00
histopathologie;f;0,00
histoplasmose;f;0,00
historiographie;f;0,00
hodja;m;0,00
hologramme;m;0,00
homardier;m;0,00
home-trainer;m;0,00
homeland;m;0,00
homme-clé;m;0,00
homme-loup;m;0,00
homme-machine;m;0,00
homme-oiseau;m;0,00
homme-poisson;m;0,00
homme-robot;m;0,00
homo erectus;m;0,00
homogénéisateur;m;0,00
homophone;m;0,00
homuncule;m;0,00
homéothermie;f;0,00
hondurien;m;0,00
hongkongais;m;0,00
hopak;m;0,00
hornblende;f;0,00
hors-piste;m;0,00
horticultrice;f;0,00
hotline;f;0,00
house music;f;0,00
hovercraft;m;0,00
humanitaire;m;0,00
humectage;m;0,00
humidification;f;0,00
hunter;m;0,00
huskies;m;0,00
husky;m;0,00
hybridation;f;0,00
hydratation;f;0,00
hydrate;m;0,00
hydraulicien;m;0,00
hydrocortisone;f;0,00
hydrocéphalie;f;0,00
hydrofoil;m;0,00
hydroglisseur;m;0,00
hydrolase;f;0,00
hydrologie;f;0,00
hydrolyse;f;0,00
hydrophone;m;0,00
hydrophyte;f;0,00
hydroptère;m;0,00
hydrostatique;f;0,00
hydrox;m;0,00
hydroxyde;m;0,00
hygroma;m;0,00
hyoïde;m;0,00
hyperacidité;f;0,00
hyperactivité;f;0,00
hypercalcémie;f;0,00
hypercholestérolémie;f;0,00
hypercoagulabilité;f;0,00
hyperespace;m;0,00
hyperkaliémie;f;0,00
hyperlipémie;f;0,00
hyperplan;m;0,00
hyperplasie;f;0,00
hyperréactivité;f;0,00
hypersomnie;f;0,00
hypersustentateur;m;0,00
hypertendu;m;0,00
hyperthermie;f;0,00
hypertrichose;f;0,00
hyperventilation;f;0,00
hypocalcémie;f;0,00
hypocapnie;f;0,00
hypocentre;m;0,00
hypochlorite;m;0,00
hypogonadisme;m;0,00
hyponatrémie;f;0,00
hypoplasie;f;0,00
hypospadias;m;0,00
hypotendu;m;0,00
hypotension;f;0,00
hypothermie;f;0,00
hypothyroïdie;f;0,00
hypotonie;f;0,00
hypoxie;f;0,00
héberge;f;0,00
héliographe;m;0,00
hématine;f;0,00
hématocrite;m;0,00
hématurie;f;0,00
hémoculture;f;0,00
hémodialyse;f;0,00
hémodynamique;f;0,00
hémogramme;m;0,00
hémolyse;f;0,00
hémostase;f;0,00
héparine;f;0,00
hépatomégalie;f;0,00
hétérochromie;f;0,00
i.e.;m;0,00
iambe;m;0,00
ibex;m;0,00
iboga;m;0,00
ichtyologie;f;0,00
icosaèdre;m;0,00
identificateur;m;0,00
idéation;f;0,00
idée-clé;f;0,00
idéographie;f;0,00
ilium;m;0,00
ilotisme;m;0,00
iléus;m;0,00
imageur;m;0,00
imidazole;m;0,00
immunodéficience;f;0,00
immunodéprimé;m;0,00
immunologie;f;0,00
immunostimulant;m;0,00
immunothérapie;f;0,00
immutabilité;f;0,00
impatiens;f;0,00
impayé;m;0,00
impeachment;m;0,00
