lemme;genre;freq
sinécure;f;0,88
soude;f;0,88
soufflerie;f;0,88
sous-chef;m;0,88
stentor;m;0,88
stupéfiant;m;0,88
subside;m;0,88
subvention;f;0,88
sucré;m;0,88
suint;m;0,88
suppositoire;m;0,88
surboum;f;0,88
surcharge;f;0,88
swing;m;0,88
tavernier;m;0,88
technicolor;m;0,88
tiare;f;0,88
titan;m;0,88
tommette;f;0,88
tonnellerie;f;0,88
tonsure;f;0,88
topaze;f;0,88
tourbière;f;0,88
toutim;m;0,88
transfiguration;f;0,88
travestissement;m;0,88
tricorne;m;0,88
tripaille;f;0,88
validé;m;0,88
vasière;f;0,88
ventôse;m;0,88
versement;m;0,88
viaduc;m;0,88
viguier;m;0,88
villette;f;0,88
vélodrome;m;0,88
xénophobie;f;0,88
yatagan;m;0,88
zazou;m;0,88
zeste;m;0,88
à-propos;m;0,88
ébonite;f;0,88
échauffement;m;0,88
écoutille;f;0,88
écumoire;f;0,88
électronique;f;0,88
éparpillement;m;0,88
étai;m;0,88
évangéliste;m;0,88
évaporation;f;0,88
acclimatation;f;0,81
acrimonie;f;0,81
acropole;f;0,81
adulation;f;0,81
aigue-marine;f;0,81
alpage;m;0,81
amuse-gueule;m;0,81
améthyste;f;0,81
angélique;f;0,81
anorexie;f;0,81
anthologie;f;0,81
apesanteur;f;0,81
arrière-petite-fille;f;0,81
attentisme;m;0,81
augustin;m;0,81
aurochs;m;0,81
babillage;m;0,81
bagout;m;0,81
balayage;m;0,81
barbichette;f;0,81
barbillon;m;0,81
barbouillage;m;0,81
barbouille;f;0,81
best-seller;m;0,81
bibliographie;f;0,81
bidasse;m;0,81
bien-fondé;m;0,81
biniou;m;0,81
bolet;m;0,81
boustifaille;f;0,81
boutre;m;0,81
braie;f;0,81
brandon;m;0,81
brassage;m;0,81
brouet;m;0,81
brout;m;0,81
bunker;m;0,81
bureaucratie;f;0,81
butoir;m;0,81
béat;m;0,81
cache-pot;m;0,81
cajolerie;f;0,81
calorifère;m;0,81
caméléon;m;0,81
canular;m;0,81
capitan;m;0,81
caravansérail;m;0,81
carmin;m;0,81
cartel;m;0,81
cella;f;0,81
chatouillement;m;0,81
chaufferette;f;0,81
chenet;m;0,81
chevrette;f;0,81
chlore;m;0,81
chromosome;m;0,81
chéneau;m;0,81
cibiche;f;0,81
cillement;m;0,81
clergyman;m;0,81
closerie;f;0,81
cobra;m;0,81
cocagne;f;0,81
collage;m;0,81
collimateur;m;0,81
colza;m;0,81
commissaire-priseur;m;0,81
commotion;f;0,81
concrétion;f;0,81
conditionnel;m;0,81
confiscation;f;0,81
conifère;m;0,81
cordonnet;m;0,81
cotillon;m;0,81
craque;f;0,81
cruchon;m;0,81
crémerie;f;0,81
cumulus;m;0,81
demi-litre;m;0,81
despotisme;m;0,81
difformité;f;0,81
discothèque;f;0,81
diskette;f;0,81
dissidence;f;0,81
doryphore;m;0,81
doublé;m;0,81
drisse;f;0,81
duègne;f;0,81
décimètre;m;0,81
déclamation;f;0,81
décompte;m;0,81
défécation;f;0,81
dérailleur;m;0,81
désappointement;m;0,81
déshabillage;m;0,81
embout;m;0,81
emménagement;m;0,81
emprisonnement;m;0,81
empyrée;m;0,81
encadrant;m;0,81
enfantement;m;0,81
enlacement;m;0,81
entre-deux;m;0,81
escorteur;m;0,81
espada;f;0,81
esquille;f;0,81
estragon;m;0,81
excision;f;0,81
exhibitionnisme;m;0,81
exprès;m;0,81
fauche;f;0,81
fellaga;m;0,81
fellation;f;0,81
filiale;f;0,81
flagellation;f;0,81
fondue;f;0,81
fourrière;f;0,81
franc-maçonnerie;f;0,81
fricot;m;0,81
frérot;m;0,81
fumerolle;f;0,81
fémur;m;0,81
girofle;m;0,81
gloria;m;0,81
godemiché;m;0,81
grandiloquence;f;0,81
grappin;m;0,81
griffure;f;0,81
grossissement;m;0,81
gueulement;m;0,81
hachoir;m;0,81
haut-commissariat;m;0,81
hi-fi;f;0,81
hideur;f;0,81
historique;m;0,81
homélie;f;0,81
hotu;m;0,81
houlette;f;0,81
hypogée;m;0,81
héraut;m;0,81
hétérosexualité;f;0,81
hôtel-dieu;m;0,81
ibis;m;0,81
illégalité;f;0,81
immigration;f;0,81
implantation;f;0,81
incarcération;f;0,81
indigo;m;0,81
informatique;f;0,81
insoumission;f;0,81
instabilité;f;0,81
insémination;f;0,81
ire;f;0,81
irisation;f;0,81
jacassement;m;0,81
jatte;f;0,81
jonquille;f;0,81
khôl;m;0,81
komsomol;m;0,81
lamedé;f;0,81
languette;f;0,81
levure;f;0,81
liseré;m;0,81
lit-bateau;m;0,81
loden;m;0,81
logos;m;0,81
lynchage;m;0,81
léproserie;f;0,81
magnétoscope;m;0,81
malveillant;m;0,81
mastication;f;0,81
meulier;f;0,81
mi-pente;f;0,81
minéral;m;0,81
mistoufle;f;0,81
mont-de-piété;m;0,81
morasse;f;0,81
mornifle;f;0,81
morphologie;f;0,81
mort-vivant;m;0,81
mouscaille;f;0,81
musc;m;0,81
muselière;f;0,81
mécompte;m;0,81
méconnaissance;f;0,81
méger;f;0,81
méli-mélo;m;0,81
méningite;f;0,81
métropolitain;m;0,81
nant;m;0,81
naïve;f;0,81
nectar;m;0,81
nervi;m;0,81
nescafé;m;0,81
noiraud;m;0,81
obscurantisme;m;0,81
ode;f;0,81
on-dit;m;0,81
opale;f;0,81
ornementation;f;0,81
otite;f;0,81
ouistiti;m;0,81
paillot;m;0,81
paladin;m;0,81
palétuvier;m;0,81
panacée;f;0,81
pante;m;0,81
papauté;f;0,81
parados;m;0,81
party;f;0,81
paso doble;m;0,81
perfusion;f;0,81
permutation;f;0,81
pervenche;f;0,81
peso;m;0,81
phtisie;f;0,81
pique-feu;m;0,81
pis-aller;m;0,81
pistil;m;0,81
planning;m;0,81
plomberie;f;0,81
pneumonie;f;0,81
poiscaille;f;0,81
polochon;m;0,81
pontonnier;m;0,81
posada;f;0,81
poussier;m;0,81
pressing;m;0,81
prolongation;f;0,81
protestantisme;m;0,81
préséance;f;0,81
pécari;m;0,81
pêne;m;0,81
qualification;f;0,81
raclette;f;0,81
radotage;m;0,81
rapacité;f;0,81
recommencement;m;0,81
recrudescence;f;0,81
rectum;m;0,81
repeint;m;0,81
rhododendron;m;0,81
riverain;m;0,81
robustesse;f;0,81
ronflette;f;0,81
rouflaquette;f;0,81
roulante;f;0,81
ruffian;m;0,81
rugosité;f;0,81
réacteur;m;0,81
récidive;f;0,81
récollet;m;0,81
régalade;f;0,81
régate;f;0,81
rémunération;f;0,81
réticule;m;0,81
sainfoin;m;0,81
sarcelle;f;0,81
schisme;m;0,81
scolarité;f;0,81
semaille;f;0,81
seringa;m;0,81
shaker;m;0,81
sidi;m;0,81
soldatesque;f;0,81
sourcier;m;0,81
souvenance;f;0,81
spire;f;0,81
sternum;m;0,81
stupre;m;0,81
suintement;m;0,81
surexcitation;f;0,81
surimpression;f;0,81
symbolisme;m;0,81
symposium;m;0,81
syndrome;m;0,81
sénilité;f;0,81
sérum;m;0,81
tartelette;f;0,81
termitière;f;0,81
théorème;m;0,81
tilbury;m;0,81
tique;f;0,81
tourteau;m;0,81
tranchée-abri;f;0,81
transparent;m;0,81
travelling;m;0,81
trimardeur;m;0,81
trotte;f;0,81
trottinement;m;0,81
trottinette;f;0,81
troïka;f;0,81
trésorerie;f;0,81
tâcheron;m;0,81
télégraphe;m;0,81
uni;m;0,81
universel;m;0,81
vacher;m;0,81
vendetta;f;0,81
vermicelle;m;0,81
vert-de-gris;m;0,81
vestale;f;0,81
vitrage;m;0,81
voussure;f;0,81
watt;m;0,81
yang;m;0,81
yeuse;f;0,81
yin;m;0,81
zen;m;0,81
zozo;m;0,81
zélote;m;0,81
émeutier;m;0,81
émir;m;0,81
éphéméride;f;0,81
équivalence;f;0,81
étincellement;m;0,81
accroche-coeur;m;0,74
accéléré;m;0,74
adage;m;0,74
aggravation;f;0,74
alcyon;m;0,74
altruisme;m;0,74
alun;m;0,74
amidon;m;0,74
andouillette;f;0,74
anicroche;f;0,74
annexion;f;0,74
appauvrissement;m;0,74
appointement;m;0,74
après-dîner;m;0,74
arcan;m;0,74
archi;m;0,74
armagnac;m;0,74
ascétisme;m;0,74
auditorium;m;0,74
auscultation;f;0,74
auto-stop;m;0,74
avoué;m;0,74
babil;m;0,74
baby-foot;m;0,74
back;m;0,74
baille;f;0,74
bandaison;f;0,74
banqueroute;f;0,74
banyuls;m;0,74
barge;f;0,74
bateau-mouche;m;0,74
beffroi;m;0,74
belvédère;m;0,74
bercement;m;0,74
bigarrure;f;0,74
biribi;m;0,74
bitos;m;0,74
bordj;m;0,74
bordé;m;0,74
bottier;m;0,74
bottillon;m;0,74
botté;m;0,74
boute-en-train;m;0,74
brigandage;m;0,74
brillance;f;0,74
broque;f;0,74
brou;m;0,74
buffleterie;f;0,74
burlesque;m;0,74
busard;m;0,74
calcif;m;0,74
calcium;m;0,74
campagnard;m;0,74
camphre;m;0,74
capilotade;f;0,74
capuche;f;0,74
carouble;f;0,74
carrier;m;0,74
casse-pipe;m;0,74
catapulte;f;0,74
cauri;m;0,74
centaure;m;0,74
chantilly;f;0,74
chantonnement;m;0,74
chapelain;m;0,74
charade;f;0,74
charretée;f;0,74
charter;m;0,74
chauvinisme;m;0,74
chergui;m;0,74
chibre;m;0,74
ciné-club;m;0,74
circonscription;f;0,74
coffio;m;0,74
coinstot;m;0,74
cola;m;0,74
collusion;f;0,74
colonialisme;m;0,74
commandeur;m;0,74
compression;f;0,74
conciergerie;f;0,74
concret;m;0,74
confit;m;0,74
conserverie;f;0,74
contenant;m;0,74
contusion;f;0,74
coopérative;f;0,74
coquillard;m;0,74
cordier;m;0,74
corollaire;m;0,74
correcteur;m;0,74
crawl;m;0,74
cristallin;m;0,74
cuadrilla;f;0,74
cumin;m;0,74
curriculum vitae;m;0,74
célébrant;m;0,74
dandinement;m;0,74
demi-mondain;f;0,74
destrier;m;0,74
dico;m;0,74
digitale;f;0,74
donation;f;0,74
durcissement;m;0,74
déblai;m;0,74
déblaiement;m;0,74
dédommagement;m;0,74
dégagement;m;0,74
désintoxication;f;0,74
désobéissance;f;0,74
dévolu;m;0,74
emmanchure;f;0,74
enlisement;m;0,74
ensevelissement;m;0,74
entendant;m;0,74
entre-deux-guerres;m;0,74
entrepont;m;0,74
erre;f;0,74
excitant;m;0,74
excédent;m;0,74
fafiot;m;0,74
fait-tout;m;0,74
fanfaronnade;f;0,74
fenouil;m;0,74
fermage;m;0,74
feutrine;f;0,74
flash-back;m;0,74
flexion;f;0,74
flibustier;m;0,74
flopée;f;0,74
forfanterie;f;0,74
formol;m;0,74
fossile;m;0,74
freinage;m;0,74
fret;m;0,74
fécondation;f;0,74
girandole;f;0,74
gloutonnerie;f;0,74
goulet;m;0,74
gris-gris;m;0,74
grognard;m;0,74
grommellement;m;0,74
grouillot;m;0,74
groupie;f;0,74
guet-apens;m;0,74
guépard;m;0,74
gène;m;0,74
hachette;f;0,74
hospitalier;m;0,74
hère;m;0,74
hépatite;f;0,74
idéogramme;m;0,74
iguane;m;0,74
inactivité;f;0,74
indélicatesse;f;0,74
infantilisme;m;0,74
insubordination;f;0,74
interdépendance;f;0,74
intoxication;f;0,74
intrépidité;f;0,74
intégralité;f;0,74
jaffe;f;0,74
jars;m;0,74
joli;m;0,74
julienne;f;0,74
kiki;m;0,74
lad;m;0,74
lama;m;0,74
lichette;f;0,74
linon;m;0,74
lombric;m;0,74
lotion;f;0,74
lubricité;f;0,74
lulu;m;0,74
lustrine;f;0,74
macchab;m;0,74
machinisme;m;0,74
macho;m;0,74
macération;f;0,74
mainate;m;0,74
malard;m;0,74
mame;f;0,74
marasquin;m;0,74
margouillat;m;0,74
math;f;0,74
matriarcat;m;0,74
mecton;m;0,74
mental;m;0,74
menterie;f;0,74
mentor;m;0,74
mesdemoiselles;f;0,74
mi-jambe;f;0,74
militantisme;m;0,74
missile;m;0,74
modernisation;f;0,74
mouille;f;0,74
médiation;f;0,74
mûrier;m;0,74
nanan;m;0,74
nave;f;0,74
nirvana;m;0,74
normalité;f;0,74
norvégien;m;0,74
notabilité;f;0,74
nursery;f;0,74
obsidienne;f;0,74
ombelle;f;0,74
omnipotence;f;0,74
oppresseur;m;0,74
orang-outang;m;0,74
orfèvrerie;f;0,74
orgeat;m;0,74
outrecuidance;f;0,74
outsider;m;0,74
pacage;m;0,74
pactole;m;0,74
pagaïe;f;0,74
palan;m;0,74
palissandre;m;0,74
parasitisme;m;0,74
parjure;m;0,74
participe;m;0,74
paternalisme;m;0,74
perlouse;f;0,74
perpendiculaire;f;0,74
pharisien;m;0,74
philodendron;m;0,74
philologie;f;0,74
pickpocket;m;0,74
polype;m;0,74
popotin;m;0,74
porridge;m;0,74
portage;m;0,74
porte-cigarettes;m;0,74
postiche;m;0,74
poupoule;f;0,74
preux;m;0,74
pronom;m;0,74
protubérance;f;0,74
psalmodie;f;0,74
pullulement;m;0,74
pérennité;f;0,74
quaker;m;0,74
qualificatif;m;0,74
quenelle;f;0,74
quenotte;f;0,74
quenouille;f;0,74
quetsche;f;0,74
rabbi;m;0,74
radiation;f;0,74
radicelle;f;0,74
ran;m;0,74
raout;m;0,74
rapière;f;0,74
ratatouille;f;0,74
rebond;m;0,74
reconversion;f;0,74
remonte;f;0,74
renforcement;m;0,74
reposé;f;0,74
revêtement;m;0,74
richomme;m;0,74
rifle;m;0,74
rinçage;m;0,74
rodéo;m;0,74
rognure;f;0,74
roque;m;0,74
rosaire;m;0,74
sabir;m;0,74
sacerdoce;m;0,74
sacre;m;0,74
saint-frusquin;m;0,74
salissure;f;0,74
saloir;m;0,74
salopiot;m;0,74
sans-filiste;m;0,74
sas;m;0,74
sauge;f;0,74
sautillement;m;0,74
saynète;f;0,74
scalp;m;0,74
score;m;0,74
scorie;f;0,74
serre-tête;m;0,74
sex-appeal;m;0,74
shabbat;m;0,74
shetland;m;0,74
signet;m;0,74
sire;m;0,74
solarium;m;0,74
somnambulisme;m;0,74
speech;m;0,74
spermatozoïde;m;0,74
stalag;m;0,74
statère;m;0,74
stylet;m;0,74
sécession;f;0,74
sécu;f;0,74
ségrégation;f;0,74
tacot;m;0,74
talonnette;f;0,74
tambour-major;m;0,74
tanche;f;0,74
tantouse;f;0,74
taquinerie;f;0,74
tendeur;m;0,74
tonte;f;0,74
toro;m;0,74
torticolis;m;0,74
tournemain;m;0,74
tourte;f;0,74
tout-petit;m;0,74
tout-venant;m;0,74
toutime;m;0,74
transporteur;m;0,74
tressautement;m;0,74
triptyque;m;0,74
twist;m;0,74
vanadium;m;0,74
vanneau;m;0,74
vannerie;f;0,74
varicelle;f;0,74
verbiage;m;0,74
verrat;m;0,74
verrerie;f;0,74
veto;m;0,74
vietnamien;m;0,74
vinyle;m;0,74
viscosité;f;0,74
vitrier;m;0,74
vitriol;m;0,74
voilage;m;0,74
voilure;f;0,74
voiturette;f;0,74
voyance;f;0,74
véracité;f;0,74
véronique;f;0,74
vésicule;f;0,74
zelle;m;0,74
zigue;m;0,74
zinzin;m;0,74
à-peu-près;m;0,74
échantillonnage;m;0,74
éconocroques;f;0,74
édit;m;0,74
égorgement;m;0,74
électrochoc;m;0,74
épiphanie;f;0,74
abdominal;m;0,68
absolutisme;m;0,68
adrénaline;f;0,68
aficionado;m;0,68
after-shave;m;0,68
agape;f;0,68
agora;f;0,68
alevin;m;0,68
alinéa;m;0,68
alizé;m;0,68
allongement;m;0,68
amendement;m;0,68
antécédent;m;0,68
ardillon;m;0,68
argus;m;0,68
arroi;m;0,68
aspersion;f;0,68
assommoir;m;0,68
athanor;m;0,68
attelle;f;0,68
baffle;m;0,68
balise;f;0,68
barcasse;f;0,68
barouf;m;0,68
bichon;m;0,68
bigophone;m;0,68
biplan;m;0,68
biscuiterie;f;0,68
bizness;m;0,68
blatte;f;0,68
bondieuserie;f;0,68
boni;m;0,68
boomerang;m;0,68
bordereau;m;0,68
bourriche;f;0,68
bouteillon;m;0,68
bovidé;m;0,68
branlette;f;0,68
bredouillement;m;0,68
bricheton;m;0,68
bull-dog;m;0,68
by;m;0,68
bénef;m;0,68
caboulot;m;0,68
cachou;m;0,68
cagade;f;0,68
cal;m;0,68
calandre;f;0,68
cameraman;m;0,68
camomille;f;0,68
canasta;f;0,68
carafon;m;0,68
cardiaque;m;0,68
carquois;m;0,68
casernement;m;0,68
cassolette;f;0,68
cathare;m;0,68
chaisier;f;0,68
chambardement;m;0,68
chambertin;m;0,68
charbonnage;m;0,68
charybde;m;0,68
chaînon;m;0,68
chiennerie;f;0,68
chinoiserie;f;0,68
chlorophylle;f;0,68
chorégraphie;f;0,68
chrysalide;f;0,68
chèche;m;0,68
chéquier;m;0,68
cimier;m;0,68
cinématographe;m;0,68
claudication;f;0,68
cloisonnement;m;0,68
clématite;f;0,68
coing;m;0,68
colombage;m;0,68
colonisation;f;0,68
colvert;m;0,68
compagnonnage;m;0,68
complexion;f;0,68
compotier;m;0,68
concasseur;m;0,68
concubinage;m;0,68
consoeur;f;0,68
contraception;f;0,68
convergence;f;0,68
coryza;m;0,68
cosse;f;0,68
cottage;m;0,68
coulis;m;0,68
coupe-coupe;m;0,68
court-bouillon;m;0,68
cousette;f;0,68
crachement;m;0,68
croche-pied;m;0,68
crématoire;m;0,68
cylindrée;f;0,68
d;m;0,68
dalmatique;f;0,68
daube;f;0,68
demi-brigade;f;0,68
dinosaure;m;0,68
diphtérie;f;0,68
diplodocus;m;0,68
discontinuité;f;0,68
discordance;f;0,68
dissection;f;0,68
diététique;f;0,68
dualité;f;0,68
dunette;f;0,68
défaitisme;m;0,68
défilement;m;0,68
délaissement;m;0,68
dérivation;f;0,68
désintérêt;m;0,68
détonateur;m;0,68
embolie;f;0,68
enculeur;m;0,68
enivrement;m;0,68
enrôlé;m;0,68
entrecroisement;m;0,68
entrecuisse;m;0,68
esse;f;0,68
excommunié;m;0,68
exemption;f;0,68
exergue;m;0,68
expertise;f;0,68
exultation;f;0,68
faire-valoir;m;0,68
faix;m;0,68
faucheux;m;0,68
ferraillement;m;0,68
ferronnerie;f;0,68
fessier;m;0,68
finette;f;0,68
fjord;m;0,68
flagornerie;f;0,68
flambe;f;0,68
fondant;m;0,68
fourreur;m;0,68
fraisier;m;0,68
francité;f;0,68
freluquet;m;0,68
fricassée;f;0,68
fulgurance;f;0,68
fumerie;f;0,68
gadin;m;0,68
gagne-petit;m;0,68
gallon;m;0,68
gandoura;f;0,68
ganse;f;0,68
gapette;f;0,68
gauleiter;m;0,68
gentilhommier;f;0,68
giberne;f;0,68
giration;f;0,68
giton;m;0,68
goitre;m;0,68
gommeux;m;0,68
gonfle;f;0,68
goélette;f;0,68
gratification;f;0,68
grouse;f;0,68
guêpier;m;0,68
hallebardier;m;0,68
hamburger;m;0,68
hercule;m;0,68
hit-parade;m;0,68
hitlérisme;m;0,68
hormone;f;0,68
houppe;f;0,68
hun;m;0,68
hébergement;m;0,68
hémoptysie;f;0,68
hêtraie;f;0,68
imposte;f;0,68
imprégnation;f;0,68
impériale;f;0,68
incision;f;0,68
incommodité;f;0,68
inconduite;f;0,68
incontinence;f;0,68
incurie;f;0,68
inhumanité;f;0,68
interné;m;0,68
irrespect;m;0,68
ive;f;0,68
ivraie;f;0,68
jacquier;m;0,68
jante;f;0,68
jeanneton;f;0,68
jerez;m;0,68
jerrycan;m;0,68
joaillier;m;0,68
juxtaposition;f;0,68
kilt;m;0,68
kommandantur;f;0,68
laideron;m;0,68
lardeuss;m;0,68
lauréat;m;0,68
lavement;m;0,68
lest;m;0,68
limande;f;0,68
lingère;f;0,68
looping;m;0,68
loupé;m;0,68
lubrifiant;m;0,68
lumbago;m;0,68
luminaire;m;0,68
lèche;f;0,68
macramé;m;0,68
madère;m;0,68
magnanimité;f;0,68
magnétisme;m;0,68
maharadjah;m;0,68
malencontre;f;0,68
marrade;f;0,68
marsouin;m;0,68
marxisme-léninisme;m;0,68
maturation;f;0,68
mauresque;f;0,68
mea culpa;m;0,68
menhir;m;0,68
messagerie;f;0,68
messieurs-dames;m;0,68
microphone;m;0,68
mir;m;0,68
mob;f;0,68
mouillette;f;0,68
moulinette;f;0,68
moyeu;m;0,68
moût;m;0,68
multiple;m;0,68
nabab;m;0,68
napalm;m;0,68
narval;m;0,68
natif;m;0,68
nibard;m;0,68
noise;f;0,68
nomadisme;m;0,68
nonce;m;0,68
nymphette;f;0,68
objectivité;f;0,68
obusier;m;0,68
olivette;f;0,68
open;m;0,68
paella;f;0,68
panneau-réclame;m;0,68
paraclet;m;0,68
paraffine;f;0,68
pataugas;m;0,68
pathos;m;0,68
percale;f;0,68
pergola;f;0,68
pesage;m;0,68
peseta;f;0,68
phalène;f;0,68
phosphate;m;0,68
phénix;m;0,68
pipette;f;0,68
placer;m;0,68
plouk;m;0,68
plus-value;f;0,68
poivrade;f;0,68
porte-documents;m;0,68
porte-drapeau;m;0,68
possédant;m;0,68
pot-pourri;m;0,68
potard;m;0,68
poupard;m;0,68
pousse-café;m;0,68
poétique;f;0,68
prieuré;m;0,68
proc;m;0,68
prolégomènes;m;0,68
pruderie;f;0,68
prédateur;m;0,68
prémisse;f;0,68
pudding;m;0,68
quatrain;m;0,68
quiche;f;0,68
racket;m;0,68
rajeunissement;m;0,68
rattachement;m;0,68
rattrapage;m;0,68
rectitude;f;0,68
redite;f;0,68
reichstag;m;0,68
relaxation;f;0,68
relégation;f;0,68
repoussoir;m;0,68
requiem;m;0,68
rinceau;m;0,68
rondo;m;0,68
roseur;f;0,68
rouble;m;0,68
roucoulade;f;0,68
roudoudou;m;0,68
roussin;m;0,68
rumba;f;0,68
réhabilitation;f;0,68
rémige;f;0,68
répons;m;0,68
réédition;f;0,68
rééducation;f;0,68
saccagne;f;0,68
saint-bernard;m;0,68
sanctus;m;0,68
saunier;m;0,68
sauve-qui-peut;m;0,68
scapulaire;m;0,68
scission;f;0,68
showbiz;m;0,68
sinuosité;f;0,68
sirocco;m;0,68
sombrero;m;0,68
sophistication;f;0,68
spring;m;0,68
strangulation;f;0,68
stratosphère;f;0,68
stropiat;m;0,68
stéthoscope;m;0,68
succulence;f;0,68
sulfate;m;0,68
sulfure;m;0,68
surmoi;m;0,68
surnombre;m;0,68
suture;f;0,68
synonyme;m;0,68
taenia;m;0,68
taille-crayon;m;0,68
tassement;m;0,68
tata;f;0,68
terril;m;0,68
timonier;m;0,68
tirée;f;0,68
tombola;f;0,68
toue;f;0,68
toussotement;m;0,68
traque;f;0,68
trident;m;0,68
troglodyte;m;0,68
tromblon;m;0,68
truandage;m;0,68
tubardise;f;0,68
turbot;m;0,68
ténia;m;0,68
utérus;m;0,68
vaisselier;m;0,68
vespa;f;0,68
viandox;m;0,68
vielle;f;0,68
viennois;m;0,68
vilebrequin;m;0,68
vinaigrette;f;0,68
volley-ball;m;0,68
vélin;m;0,68
vétusté;f;0,68
willaya;f;0,68
zig;m;0,68
zodiaque;m;0,68
à-côté;m;0,68
épate;f;0,68
épluchage;m;0,68
abattant;m;0,61
aboyeur;m;0,61
acanthe;f;0,61
accordeur;m;0,61
adoucissement;m;0,61
adverbe;m;0,61
affirmative;f;0,61
agrégat;m;0,61
ajusteur;m;0,61
alacrité;f;0,61
allergie;f;0,61
alpha;m;0,61
alpinisme;m;0,61
alèse;f;0,61
amarrage;m;0,61
aneth;m;0,61
annonciation;f;0,61
anthropophagie;f;0,61
antimite;m;0,61
apitoiement;m;0,61
apologue;m;0,61
appariteur;m;0,61
arachide;f;0,61
archimandrite;m;0,61
arrière-petit-fils;m;0,61
arthrose;f;0,61
arum;m;0,61
asphodèle;m;0,61
atoll;m;0,61
autodafé;m;0,61
axiome;m;0,61
badinage;m;0,61
baisemain;m;0,61
bakchich;m;0,61
balai-brosse;m;0,61
balsamine;f;0,61
bang;m;0,61
bar-tabac;m;0,61
barbiturique;m;0,61
barbon;m;0,61
bariolage;m;0,61
bavoir;m;0,61
bec-de-lièvre;m;0,61
bengali;m;0,61
bermuda;m;0,61
bernique;f;0,61
berthe;f;0,61
bief;m;0,61
bimbeloterie;f;0,61
bisque;f;0,61
blanc-bec;m;0,61
bloc-notes;m;0,61
bluette;f;0,61
boisseau;m;0,61
bonde;f;0,61
bondissement;m;0,61
bonneterie;f;0,61
borie;f;0,61
bornage;m;0,61
bouillabaisse;f;0,61
bouillasse;f;0,61
braconnage;m;0,61
brandillon;m;0,61
braquemart;m;0,61
braye;f;0,61
briquette;f;0,61
brut;m;0,61
bull;m;0,61
béance;f;0,61
bûchette;f;0,61
calendes;f;0,61
calmar;m;0,61
calque;m;0,61
camail;m;0,61
camouflet;m;0,61
canonnière;f;0,61
cantabile;m;0,61
caquet;m;0,61
cardigan;m;0,61
carme;m;0,61
casoar;m;0,61
catalepsie;f;0,61
cervelet;m;0,61
chamaillerie;f;0,61
charlotte;f;0,61
charreton;m;0,61
chasse-mouches;m;0,61
chauffe-eau;m;0,61
chochotte;f;0,61
chênaie;f;0,61
cimenterie;f;0,61
cinémathèque;f;0,61
clivage;m;0,61
cobalt;m;0,61
cochonnet;m;0,61
cogitation;f;0,61
colibri;m;0,61
colombin;m;0,61
concision;f;0,61
condiment;m;0,61
condor;m;0,61
condottiere;m;0,61
congrégation;f;0,61
consommé;m;0,61
constriction;f;0,61
continence;f;0,61
contre-pied;m;0,61
contre-réforme;f;0,61
contrescarpe;f;0,61
contumace;f;0,61
coquetier;m;0,61
coquillette;f;0,61
cordée;f;0,61
cornemuse;f;0,61
corrompu;m;0,61
coupe-gorge;m;0,61
coupelle;f;0,61
crachoir;m;0,61
criminalité;f;0,61
croc-en-jambe;m;0,61
croup;m;0,61
croupier;m;0,61
câlinerie;f;0,61
damas;m;0,61
darse;f;0,61
diablerie;f;0,61
diapositive;f;0,61
diaspora;f;0,61
discrédit;m;0,61
dispense;f;0,61
distorsion;f;0,61
divulgation;f;0,61
djinn;m;0,61
douar;m;0,61
douelle;f;0,61
drainage;m;0,61
dynamique;f;0,61
débiteur;m;0,61
décalcomanie;f;0,61
déconnage;m;0,61
dégueulasserie;f;0,61
démoralisation;f;0,61
dépassement;m;0,61
déréliction;f;0,61
désaveu;m;0,61
désinfection;f;0,61
détestation;f;0,61
emballement;m;0,61
empoisonnement;m;0,61
empoté;m;0,61
encaisseur;m;0,61
endurcissement;m;0,61
enfermement;m;0,61
enfoncement;m;0,61
enroulement;m;0,61
entraide;f;0,61
escompte;m;0,61
estacade;f;0,61
eucharistie;f;0,61
euthanasie;f;0,61
existentialisme;m;0,61
exégèse;f;0,61
fanon;m;0,61
fascine;f;0,61
faux-monnayeur;m;0,61
ferry;m;0,61
fibrille;f;0,61
finish;m;0,61
flatteur;m;0,61
forfaiture;f;0,61
fougeraie;f;0,61
fretin;m;0,61
frissonnement;m;0,61
gail;f;0,61
gambade;f;0,61
gaminerie;f;0,61
ganache;f;0,61
garderie;f;0,61
gastronomie;f;0,61
geignement;m;0,61
gerçure;f;0,61
glose;f;0,61
goldo;f;0,61
gour;m;0,61
graphie;f;0,61
grenat;m;0,61
griffonnage;m;0,61
grigri;m;0,61
gringalet;m;0,61
groseillier;m;0,61
grossier;m;0,61
guindal;m;0,61
gyroscope;m;0,61
généralisation;f;0,61
géologie;f;0,61
haridelle;f;0,61
haïk;m;0,61
heurtoir;m;0,61
hexagone;m;0,61
hidalgo;m;0,61
hombre;m;0,61
hors-bord;m;0,61
houblon;m;0,61
houri;f;0,61
hulotte;f;0,61
hurluberlu;m;0,61
hydravion;m;0,61
hématome;m;0,61
iconographie;f;0,61
ilote;m;0,61
imbrication;f;0,61
immoralité;f;0,61
impondérable;m;0,61
impromptu;m;0,61
in-folio;m;0,61
incompatibilité;f;0,61
indiscret;m;0,61
indisposition;f;0,61
inefficacité;f;0,61
influx;m;0,61
informé;m;0,61
insecticide;m;0,61
